                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     150                                      737                  1.2000000000000000E+000                  2.0000000000000000E-002                  1.0657781462027408E+007                  8.2210305903234484E+005                  5.0160146773419965E+003                  9.5650578252529417E-001                  1.2950286116384990E+000                 -2.4243930050760354E+000                  6.9999471482493281E-001                  3.5081725785195532E-005                  2.7997020309946025E-001                  3.4468812621092056E-003                  1.0103451890938239E-003                  9.3805276454880411E-003                  2.0850244238750358E-003                  1.2000000000000000E+000                  0.0000000000000000E+000                  8.3999936226748595E-001                  3.6394863267292473E-005                  3.3596424285937360E-001                  4.1362599737091808E-003                  1.2124113582195088E-003                  1.1256633174187862E-002                  2.5020293086500441E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3464352676246299E+004                  2.7376406245433245E+007                  1.2545663831031433E+010                  8.8767400990388823E-003                  8.8767400990388840E-003                  0.0000000000000000E+000                  3.5589818152314580E-004                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.3633400426607612E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-25.3.1"                                 "CRMATH"                               "20250429"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.2000000000000000E+000                  1.1227936358287073E-001                  3.7005797973188117E+000                 -6.7520135484875023E+000                  4.7520394771273118E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.5975622035061025E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.1999999999988000E+000                  1.1227872653509013E-001                  3.7010778568583342E+000                 -6.7485625649943053E+000                  4.7559903012781435E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.6182935516572382E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.1999999999973001E+000                  1.1227793652401892E-001                  3.7016339480536953E+000                 -6.7447726102902230E+000                  4.7603383917986708E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.6412519498895119E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.1999999999958000E+000                  1.1227715337288469E-001                  3.7024717148106503E+000                 -6.7391719160873578E+000                  4.7667800242317462E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.6755484061225372E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.1999999999927999E+000                  1.1227560712763855E-001                  3.7041617767269686E+000                 -6.7282649882269645E+000                  4.7793837281662954E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.7436217565188993E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.1999999999868001E+000                  1.1227259128769784E-001                  3.7081656039201016E+000                 -6.7042255438506997E+000                  4.8074441802497727E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.8998383954271417E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.1999999999717998E+000                  1.1226545743598894E-001                  3.7126207765004704E+000                 -6.6805202354757371E+000                  4.8356257234757933E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.0625934774114638E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.1999999999643001E+000                  1.1226207986457545E-001                  3.7148772039360822E+000                 -6.6693538214748767E+000                  4.8490595422308607E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.1423944004936768E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.1999999999605502E+000                  1.1226043391825942E-001                  3.7163894156003674E+000                 -6.6621428807984087E+000                  4.8577901125778533E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.1950293125635936E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.1999999999568001E+000                  1.1225881505702731E-001                  3.7186686938097773E+000                 -6.6516578655357277E+000                  4.8705656433977840E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.2731400115939182E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.1999999999493001E+000                  1.1225565451352616E-001                  3.7217417332426672E+000                 -6.6382760410020500E+000                  4.8870357774519633E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.3756119495299443E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.1999999999418001E+000                  1.1225258980423281E-001                  3.7263847538159682E+000                 -6.6193512212109864E+000                  4.9106265853272451E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.5260310687311947E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.1999999999268001E+000                  1.1224672156432243E-001                  3.7326839993295349E+000                 -6.5960953027235307E+000                  4.9402125709605738E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.7200872886680576E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.1999999999118001E+000                  1.1224115907630657E-001                  3.7374845524294975E+000                 -6.5799802013097297E+000                  4.9611512432986515E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.8607891347478282E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.1999999999043001E+000                  1.1223847906667092E-001                  3.7407038010619726E+000                 -6.5697957500737418E+000                  4.9745700728918667E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.9524425874193137E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.1999999998968001E+000                  1.1223586112569649E-001                  3.7455698596506179E+000                 -6.5553023255449778E+000                  4.9939520117531373E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.0866388946764993E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.1999999998818001E+000                  1.1223079695955845E-001                  3.7522339293847886E+000                 -6.5374292253789150E+000                  5.0185194382832039E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.2584200337017965E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.1999999998668003E+000                  1.1222593680890758E-001                  3.7599879642098410E+000                 -6.5191441605619120E+000                  5.0445932014206569E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  4.4416373740153454E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.1999999998480502E+000                  1.1222011187895412E-001                  3.7691341426460330E+000                 -6.5010844419014981E+000                  5.0718401668438471E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.6303352396276380E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.1999999998293003E+000                  1.1221452398561553E-001                  3.7765213661187933E+000                 -6.4891357527160736E+000                  5.0912101179874281E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  4.7595686801253332E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.1999999998199251E+000                  1.1221180578265025E-001                  3.7816368262184024E+000                 -6.4818257586182497E+000                  5.1036598336102070E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  4.8404038016761409E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.1999999998105502E+000                  1.1220913289949334E-001                  3.7869902608448518E+000                 -6.4751025733349419E+000                  5.1157628761686516E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  4.9159617041740273E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.1999999998011752E+000                  1.1220650102759745E-001                  3.7926106647855296E+000                 -6.4689770848777126E+000                  5.1275380340490111E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  4.9858290852974108E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.1999999997918001E+000                  1.1220390596941948E-001                  3.8014603504684192E+000                 -6.4607916702245536E+000                  5.1446233663463179E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.0807449237798326E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.1999999997730502E+000                  1.1219881262304092E-001                  3.8111455903735338E+000                 -6.4541008890044251E+000                  5.1610626754114977E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.1596703727652898E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.1999999997636752E+000                  1.1219630481762095E-001                  3.8177077583878258E+000                 -6.4500883143296184E+000                  5.1716866201958469E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.2075903743912079E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  1.1999999997543001E+000                  1.1219382003299659E-001                  3.8275636048472674E+000                 -6.4445662562418287E+000                  5.1871509376715466E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.2742660518681465E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  1.1999999997355502E+000                  1.1218891312657053E-001                  3.8372299077414977E+000                 -6.4394028964121812E+000                  5.2020841475798694E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.3373829701473177E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  1.1999999997261750E+000                  1.1218648860854170E-001                  3.8434894293933932E+000                 -6.4360639844140612E+000                  5.2117619887896902E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.3785995244346613E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  1.1999999997168000E+000                  1.1218408261891095E-001                  3.8495621786634855E+000                 -6.4327577931495865E+000                  5.2212290686927165E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.4197258675862284E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  1.1999999997074251E+000                  1.1218169483648789E-001                  3.8554305591452032E+000                 -6.4294580763833702E+000                  5.2304943746152501E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.4610853036969000E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      32                  1.1999999996980499E+000                  1.1217932508845888E-001                  3.8610838397062746E+000                 -6.4261457481559336E+000                  5.2395663309556308E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.5029203476943967E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      33                  1.1999999996886750E+000                  1.1217697330720371E-001                  3.8665165639520005E+000                 -6.4228073786367714E+000                  5.2484528452292292E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.5454086670407699E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      34                  1.1999999996793000E+000                  1.1217463949673555E-001                  3.8717275602072276E+000                 -6.4194343111611500E+000                  5.2571613495018390E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.5886718900495895E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  1.1999999996699249E+000                  1.1217232370505170E-001                  3.8767192186950488E+000                 -6.4160217042546996E+000                  5.2656988377545018E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.6327858422130814E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      36                  1.1999999996605499E+000                  1.1217002600251554E-001                  3.8814967776892479E+000                 -6.4125678074646588E+000                  5.2740718996498623E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.6777882119303064E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      37                  1.1999999996511748E+000                  1.1216774646484769E-001                  3.8860675869002490E+000                 -6.4090733538906210E+000                  5.2822867511077458E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.7236850322487778E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      38                  1.1999999996417998E+000                  1.1216548515991523E-001                  3.8926097057153748E+000                 -6.4038180952463595E+000                  5.2943250744046439E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.7934082900127917E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      39                  1.1999999996230499E+000                  1.1216101684305986E-001                  3.9006185671028510E+000                 -6.3966199113954065E+000                  5.3098746791677600E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.8902898589147314E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  1.1999999996042998E+000                  1.1215662184110099E-001                  3.9079703132361074E+000                 -6.3893257147541753E+000                  5.3248873299153585E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  5.9901169904283273E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      41                  1.1999999995855499E+000                  1.1215229990888043E-001                  3.9147374979333454E+000                 -6.3819689114409472E+000                  5.3393988860121704E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  6.0925152460311148E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      42                  1.1999999995668003E+000                  1.1214805044633649E-001                  3.9209857120234131E+000                 -6.3745792702645199E+000                  5.3534417298683499E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  6.1971333471255128E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      43                  1.1999999995480501E+000                  1.1214387255629743E-001                  3.9267730799680920E+000                 -6.3671823498702063E+000                  5.3670452024501083E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  6.3036541901659567E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      44                  1.1999999995293003E+000                  1.1213976510414488E-001                  3.9321505722095624E+000                 -6.3597998439505616E+000                  5.3802359726648126E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  6.4117936206557812E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      45                  1.1999999995105504E+000                  1.1213572677023752E-001                  3.9371626655000700E+000                 -6.3524494474175741E+000                  5.3930383523143046E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  6.5213063030266607E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      46                  1.1999999994918003E+000                  1.1213175609979564E-001                  3.9418481143800874E+000                 -6.3451453889682883E+000                  5.4054745659661458E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  6.6319819422959123E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      47                  1.1999999994730504E+000                  1.1212785154432524E-001                  3.9462406872560503E+000                 -6.3378991553629627E+000                  5.4175649832714390E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  6.7436379749961422E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      48                  1.1999999994543005E+000                  1.1212401149342885E-001                  3.9524195762285452E+000                 -6.3272441674788684E+000                  5.4350926227511920E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  6.9112433686900438E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      49                  1.1999999994168005E+000                  1.1211651722940097E-001                  3.9579452398454915E+000                 -6.3165982087750399E+000                  5.4519413638756813E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  7.0828684349311278E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      50                  1.1999999993980506E+000                  1.1211286069417499E-001                  3.9614258681259304E+000                 -6.3096559688352150E+000                  5.4628216963295717E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  7.1970752772257124E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      51                  1.1999999993793007E+000                  1.1210926205416298E-001                  3.9663704945518807E+000                 -6.2994671257686816E+000                  5.4786480835211089E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  7.3680362006460119E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      52                  1.1999999993418007E+000                  1.1210223140380125E-001                  3.9723527918471522E+000                 -6.2861094983797461E+000                  5.4988921671484077E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  7.5983360525921221E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      53                  1.1999999993043007E+000                  1.1209541337790395E-001                  3.9764516971690598E+000                 -6.2762827607018181E+000                  5.5134799611227470E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  7.7723443348994223E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      54                  1.1999999992855506E+000                  1.1209208051737923E-001                  3.9790637004457250E+000                 -6.2698765580213047E+000                  5.5229401440709696E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  7.8879238311571203E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      55                  1.1999999992668007E+000                  1.1208879638342951E-001                  3.9828149026528368E+000                 -6.2604752499073237E+000                  5.5367553233406461E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  8.0606606863544288E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      56                  1.1999999992293009E+000                  1.1208236855734507E-001                  3.9874384707739887E+000                 -6.2481943347048734E+000                  5.5545184678964779E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  8.2920195094124228E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      57                  1.1999999991918007E+000                  1.1207611967687196E-001                  3.9917277570597021E+000                 -6.2362578664081081E+000                  5.5715845010934144E+000                  6.9999999764429510E-001                  2.8000000235570499E-001                  1.9999999999999907E-002                  8.5232537152199040E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
