                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     100                                      699                  1.2000000000000000E+000                  2.0000000000000000E-002                  4.1408986761007136E+003                  6.9014978768345213E+002                  4.6146983154812060E+003                  2.1813433828780258E+000                  2.3106201184830684E+000                 -4.4937868237823979E+000                  6.9999999999196172E-001                  2.9797643289555115E-005                  2.7997020236474895E-001                  3.4468833607861288E-003                  1.0103427409336070E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  1.2000000000000000E+000                  0.0000000000000000E+000                  8.3999999999923403E-001                  3.5757163066551354E-005                  3.3596424283769871E-001                  4.1362600329433678E-003                  1.2124112891203278E-003                  1.1256633174179444E-002                  2.5020293086500437E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2089227259211948E+004                  6.7280748313184083E+006                  5.5011971495140820E+009                  6.5543749943529578E-006                  6.5543749943529586E-006                  0.0000000000000000E+000                  2.6226226443278034E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3067682406091589E+011                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-25.3.1"                                 "CRMATH"                               "20250429"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.2000000000000000E+000                  3.6372855040866975E-001                  3.6641814652767257E+000                 -6.9591033953476256E+000                  4.5083073471240871E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.6121359367446015E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.1999999999988000E+000                  3.6372836972720241E-001                  3.6642673338924632E+000                 -6.9585039527804868E+000                  4.5089932382374798E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.6143633620638357E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.1999999999973001E+000                  3.6372814418657301E-001                  3.6643628383113231E+000                 -6.9578392701753993E+000                  4.5097540727341974E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.6168368070655739E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.1999999999958000E+000                  3.6372791899051554E-001                  3.6645062273826503E+000                 -6.9568448747034521E+000                  4.5108928334819058E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.6205442721582630E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.1999999999927999E+000                  3.6372746962742752E-001                  3.6647935487954477E+000                 -6.9548655556036589E+000                  4.5131614454886870E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.6279492130801501E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.1999999999868001E+000                  3.6372657498377120E-001                  3.6654664053687407E+000                 -6.9502952658531916E+000                  4.5184092810475720E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.6451769218879171E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.1999999999717998E+000                  3.6372436176437822E-001                  3.6664370271673619E+000                 -6.9438841248679868E+000                  4.5257980170478085E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.6696514552060286E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.1999999999568001E+000                  3.6372218094389480E-001                  3.6679053960222938E+000                 -6.9345105236871474E+000                  4.5366508541080561E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.7060921174237051E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.1999999999268001E+000                  3.6371791233872397E-001                  3.6708914001351012E+000                 -6.9165943710616054E+000                  4.5575761015541767E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.7779705377003356E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.1999999998668001E+000                  3.6370971979966299E-001                  3.6755144069917001E+000                 -6.8916419703111895E+000                  4.5871891661088409E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.8831522205073991E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
